"Rel","Split","Class","Ext","Bytes","Readable","W","H","Pix","Mean","Std"
"train\canker\aug_000477_local_DataSet_Image_000917_Canker(3).jpg","train","canker",".jpg","15551","True","224","224","Format24bppRgb","100,39","53,57"
"train\canker\aug_000478_local_DataSet_Image_001018_Canker(534).jpg","train","canker",".jpg","13123","True","224","224","Format24bppRgb","66,11","56,32"
"train\canker\aug_000479_local_DataSet_Image_001015_Canker(524).jpg","train","canker",".jpg","9445","True","224","224","Format24bppRgb","18,78","28,2"
"train\canker\aug_000480_local_DataSet_Image_001693_Canker(1000).jpg","train","canker",".jpg","14286","True","224","224","Format24bppRgb","144,47","48,62"
"train\canker\aug_000481_local_DataSet_Image_001439_Canker(1038).jpg","train","canker",".jpg","13617","True","224","224","Format24bppRgb","53,42","53,56"
"train\canker\aug_000482_local_DataSet_Image_001174_Canker(180).jpg","train","canker",".jpg","59947","True","224","224","Format24bppRgb","118,32","55,56"
"train\canker\aug_000483_local_DataSet_Image_000950_Canker(410).jpg","train","canker",".jpg","18199","True","224","224","Format24bppRgb","88,67","56,26"
"train\canker\aug_000484_local_DataSet_Image_001117_Canker(768).jpg","train","canker",".jpg","12587","True","224","224","Format24bppRgb","55,38","44,26"
"train\canker\aug_000485_local_DataSet_Image_000984_Canker(1189).jpg","train","canker",".jpg","14535","True","224","224","Format24bppRgb","112,94","44,09"
"train\canker\aug_000486_local_DataSet_Image_001434_Canker(192).jpg","train","canker",".jpg","59158","True","224","224","Format24bppRgb","80,41","54,85"
"train\canker\aug_000487_local_DataSet_Image_001645_Canker(1050).jpg","train","canker",".jpg","19419","True","224","224","Format24bppRgb","73,8","57,88"
"train\canker\aug_000488_local_DataSet_Image_001289_Canker(370).jpg","train","canker",".jpg","16819","True","224","224","Format24bppRgb","95,31","60,27"
"train\canker\aug_000489_local_DataSet_Image_001483_Canker(206).jpg","train","canker",".jpg","14410","True","224","224","Format24bppRgb","125,22","38,99"
"train\canker\aug_000490_local_DataSet_Image_001473_Canker(417).jpg","train","canker",".jpg","19734","True","224","224","Format24bppRgb","102,85","62,02"
"train\canker\aug_000491_local_DataSet_Image_001672_Canker(1017).jpg","train","canker",".jpg","55787","True","224","224","Format24bppRgb","126,63","65,67"
"train\canker\aug_000492_local_DataSet_Image_001496_Canker(914).jpg","train","canker",".jpg","17091","True","224","224","Format24bppRgb","91,08","53,09"
"train\canker\aug_000493_local_DataSet_Image_001094_Canker(144).jpg","train","canker",".jpg","16281","True","224","224","Format24bppRgb","101,33","44,33"
"train\canker\aug_000494_local_DataSet_Image_001657_Canker(1127).jpg","train","canker",".jpg","16053","True","224","224","Format24bppRgb","49,66","55,07"
"train\canker\aug_000495_local_DataSet_Image_001398_Canker(572).jpg","train","canker",".jpg","58250","True","224","224","Format24bppRgb","81,98","61,16"
"train\canker\aug_000496_local_DataSet_Image_001252_Canker(246).jpg","train","canker",".jpg","15714","True","224","224","Format24bppRgb","97,44","68,72"
"train\canker\aug_000497_local_DataSet_Image_001324_Canker(1018).jpg","train","canker",".jpg","17496","True","224","224","Format24bppRgb","69,72","56,44"
"train\canker\aug_000498_local_DataSet_Image_001316_Canker(996).jpg","train","canker",".jpg","14279","True","224","224","Format24bppRgb","151,8","60,51"
"train\canker\aug_000499_local_DataSet_Image_001167_Canker(900).jpg","train","canker",".jpg","15324","True","224","224","Format24bppRgb","142,87","73,01"
"train\canker\aug_000500_local_DataSet_Image_001465_Canker(540).jpg","train","canker",".jpg","25261","True","224","224","Format24bppRgb","103,68","66,93"
"train\canker\aug_000501_local_DataSet_Image_001302_Canker(371).jpg","train","canker",".jpg","16667","True","224","224","Format24bppRgb","90,94","52,96"
"train\canker\aug_000502_local_DataSet_Image_001175_Canker(513).jpg","train","canker",".jpg","17253","True","224","224","Format24bppRgb","122,98","52,19"
"train\canker\aug_000503_local_DataSet_Image_001445_Canker(917).jpg","train","canker",".jpg","58674","True","224","224","Format24bppRgb","124,52","59,52"
"train\canker\aug_000504_local_DataSet_Image_001498_Canker(1021).jpg","train","canker",".jpg","14155","True","224","224","Format24bppRgb","110,23","50,04"
"train\canker\aug_000505_local_DataSet_Image_000924_Canker(776).jpg","train","canker",".jpg","56329","True","224","224","Format24bppRgb","56,08","43,93"
"train\canker\aug_000506_local_DataSet_Image_001487_Canker(866).jpg","train","canker",".jpg","15005","True","224","224","Format24bppRgb","50,4","40,12"
"train\canker\aug_000507_local_DataSet_Image_001620_Canker(137).jpg","train","canker",".jpg","16579","True","224","224","Format24bppRgb","67","44,5"
"train\canker\aug_000508_local_DataSet_Image_000964_Canker(838).jpg","train","canker",".jpg","52887","True","224","224","Format24bppRgb","128,46","51,82"
"train\canker\aug_000509_local_DataSet_Image_001644_Canker(324).jpg","train","canker",".jpg","58302","True","224","224","Format24bppRgb","81,5","56,82"
"train\canker\aug_000510_local_DataSet_Image_001075_Canker(535).jpg","train","canker",".jpg","56706","True","224","224","Format24bppRgb","118,86","64,56"
"train\canker\aug_000511_local_DataSet_Image_001503_Canker(1114).jpg","train","canker",".jpg","59230","True","224","224","Format24bppRgb","175,09","56,13"
"train\canker\aug_000512_local_DataSet_Image_001079_Canker(39).jpg","train","canker",".jpg","17207","True","224","224","Format24bppRgb","90,29","50,16"
"train\canker\aug_000513_local_DataSet_Image_001133_Canker(709).jpg","train","canker",".jpg","15280","True","224","224","Format24bppRgb","75,22","45,01"
"train\canker\aug_000514_local_DataSet_Image_001539_Canker(869).jpg","train","canker",".jpg","53243","True","224","224","Format24bppRgb","109,07","59,64"
"train\canker\aug_000515_local_DataSet_Image_000946_Canker(377).jpg","train","canker",".jpg","14079","True","224","224","Format24bppRgb","72,29","47,2"
"train\canker\aug_000516_local_DataSet_Image_001023_Canker(21).jpg","train","canker",".jpg","50171","True","224","224","Format24bppRgb","108,63","63,18"
"train\canker\aug_000517_local_DataSet_Image_001108_Canker(624).jpg","train","canker",".jpg","58875","True","224","224","Format24bppRgb","95,45","60,8"
"train\canker\aug_000518_local_DataSet_Image_001040_Canker(1112).jpg","train","canker",".jpg","15472","True","224","224","Format24bppRgb","108,47","64,27"
"train\canker\aug_000519_local_DataSet_Image_001428_Canker(326).jpg","train","canker",".jpg","16999","True","224","224","Format24bppRgb","57,87","48,4"
"train\canker\aug_000520_local_DataSet_Image_000939_Canker(885).jpg","train","canker",".jpg","15862","True","224","224","Format24bppRgb","104,4","56,48"
"train\canker\aug_000521_local_DataSet_Image_001023_Canker(21).jpg","train","canker",".jpg","15693","True","224","224","Format24bppRgb","151,61","73,63"
"train\canker\aug_000522_local_DataSet_Image_000865_Canker(701).jpg","train","canker",".jpg","16598","True","224","224","Format24bppRgb","142","58,6"
"train\canker\aug_000523_local_DataSet_Image_001281_Canker(31).jpg","train","canker",".jpg","18228","True","224","224","Format24bppRgb","100,91","60,74"
"train\canker\aug_000524_local_DataSet_Image_001324_Canker(1018).jpg","train","canker",".jpg","52576","True","224","224","Format24bppRgb","78,58","58,56"
"train\canker\aug_000525_local_DataSet_Image_001568_Canker(164).jpg","train","canker",".jpg","14745","True","224","224","Format24bppRgb","106,33","44,16"
"train\canker\aug_000526_local_DataSet_Image_001471_Canker(645).jpg","train","canker",".jpg","16829","True","224","224","Format24bppRgb","54,17","48,08"
"train\canker\aug_000527_local_DataSet_Image_001344_Canker(1014).jpg","train","canker",".jpg","49445","True","224","224","Format24bppRgb","60,37","48,54"
"train\canker\aug_000528_local_DataSet_Image_001161_Canker(66).jpg","train","canker",".jpg","55111","True","224","224","Format24bppRgb","92,54","63,04"
"train\canker\aug_000529_local_DataSet_Image_000896_Canker(294).jpg","train","canker",".jpg","61609","True","224","224","Format24bppRgb","87,06","57,04"
"train\canker\aug_000530_local_DataSet_Image_001100_Canker(1256).jpg","train","canker",".jpg","53681","True","224","224","Format24bppRgb","108,18","68,45"
"train\canker\aug_000531_local_DataSet_Image_001158_Canker(274).jpg","train","canker",".jpg","20682","True","224","224","Format24bppRgb","97,23","70,63"
"train\canker\aug_000532_local_DataSet_Image_001586_Canker(143).jpg","train","canker",".jpg","10906","True","224","224","Format24bppRgb","17,71","28,43"
"train\canker\aug_000533_local_DataSet_Image_001152_Canker(194).jpg","train","canker",".jpg","17428","True","224","224","Format24bppRgb","76,54","52,98"
"train\canker\aug_000534_local_DataSet_Image_001582_Canker(276).jpg","train","canker",".jpg","60826","True","224","224","Format24bppRgb","116,87","67,06"
"train\canker\aug_000535_local_DataSet_Image_001327_Canker(49).jpg","train","canker",".jpg","18101","True","224","224","Format24bppRgb","94,91","53,49"
"train\canker\aug_000536_local_DataSet_Image_000935_Canker(1146).jpg","train","canker",".jpg","16274","True","224","224","Format24bppRgb","71,76","43,3"
"train\canker\aug_000537_local_DataSet_Image_001566_Canker(414).jpg","train","canker",".jpg","14866","True","224","224","Format24bppRgb","97,47","49,32"
"train\canker\aug_000538_local_DataSet_Image_001102_Canker(255).jpg","train","canker",".jpg","15943","True","224","224","Format24bppRgb","63,85","40,09"
"train\canker\aug_000539_local_DataSet_Image_001133_Canker(709).jpg","train","canker",".jpg","14206","True","224","224","Format24bppRgb","147,08","42,28"
"train\canker\aug_000540_local_DataSet_Image_001669_Canker(908).jpg","train","canker",".jpg","59771","True","224","224","Format24bppRgb","81,36","58,91"
"train\canker\aug_000541_local_DataSet_Image_001673_Canker(1232).jpg","train","canker",".jpg","47734","True","224","224","Format24bppRgb","45,43","35,81"
"train\canker\aug_000542_local_DataSet_Image_001503_Canker(1114).jpg","train","canker",".jpg","59942","True","224","224","Format24bppRgb","86,25","55,98"
"train\canker\aug_000543_local_DataSet_Image_001466_Canker(325).jpg","train","canker",".jpg","15237","True","224","224","Format24bppRgb","112,53","63,98"
"train\canker\aug_000544_local_DataSet_Image_001540_Canker(745).jpg","train","canker",".jpg","54961","True","224","224","Format24bppRgb","70,32","54,62"
"train\canker\aug_000545_local_DataSet_Image_001686_Canker(376).jpg","train","canker",".jpg","56897","True","224","224","Format24bppRgb","104,54","61,37"
"train\canker\aug_000546_local_DataSet_Image_001065_Canker(702).jpg","train","canker",".jpg","15941","True","224","224","Format24bppRgb","115,38","54,98"
"train\canker\aug_000547_local_DataSet_Image_001298_Canker(1130).jpg","train","canker",".jpg","17689","True","224","224","Format24bppRgb","81,99","60,6"
"train\canker\aug_000548_local_DataSet_Image_000980_Canker(532).jpg","train","canker",".jpg","15447","True","224","224","Format24bppRgb","62,15","45,49"
"train\canker\aug_000549_local_DataSet_Image_001420_Canker(45).jpg","train","canker",".jpg","16277","True","224","224","Format24bppRgb","69,46","46,47"
"train\canker\aug_000550_local_DataSet_Image_001093_Canker(519).jpg","train","canker",".jpg","15806","True","224","224","Format24bppRgb","138,91","48,28"
"train\canker\aug_000551_local_DataSet_Image_001526_Canker(1218).jpg","train","canker",".jpg","14220","True","224","224","Format24bppRgb","135,79","72,03"
"train\canker\aug_000552_local_DataSet_Image_001015_Canker(524).jpg","train","canker",".jpg","56089","True","224","224","Format24bppRgb","67,13","51,7"
"train\canker\aug_000553_local_DataSet_Image_001135_Canker(1157).jpg","train","canker",".jpg","15773","True","224","224","Format24bppRgb","129,03","37,15"
"train\canker\aug_000554_local_DataSet_Image_001709_Canker(1231).jpg","train","canker",".jpg","14884","True","224","224","Format24bppRgb","58,54","54,38"
"train\canker\aug_000555_local_DataSet_Image_001008_Canker(1123).jpg","train","canker",".jpg","14210","True","224","224","Format24bppRgb","50,19","43,03"
"train\canker\aug_000556_local_DataSet_Image_000936_Canker(344).jpg","train","canker",".jpg","17059","True","224","224","Format24bppRgb","87,53","49,39"
"train\canker\aug_000557_local_DataSet_Image_000924_Canker(776).jpg","train","canker",".jpg","15122","True","224","224","Format24bppRgb","169,2","53,25"
"train\canker\aug_000558_local_DataSet_Image_001032_Canker(416).jpg","train","canker",".jpg","60049","True","224","224","Format24bppRgb","101,23","62,55"
"train\canker\aug_000559_local_DataSet_Image_001674_Canker(797).jpg","train","canker",".jpg","17471","True","224","224","Format24bppRgb","119,39","60,86"
"train\canker\aug_000560_local_DataSet_Image_001177_Canker(446).jpg","train","canker",".jpg","55586","True","224","224","Format24bppRgb","104,3","60,5"
"train\canker\aug_000561_local_DataSet_Image_001472_Canker(662).jpg","train","canker",".jpg","56387","True","224","224","Format24bppRgb","100,4","58,51"
"train\canker\aug_000562_local_DataSet_Image_001629_Canker(711).jpg","train","canker",".jpg","13694","True","224","224","Format24bppRgb","209,27","44,55"
"train\canker\aug_000563_local_DataSet_Image_001707_Canker(978).jpg","train","canker",".jpg","53492","True","224","224","Format24bppRgb","105,81","60,82"
"train\canker\aug_000564_local_DataSet_Image_001445_Canker(917).jpg","train","canker",".jpg","14353","True","224","224","Format24bppRgb","47,78","51,22"
"train\canker\aug_000565_local_DataSet_Image_001158_Canker(274).jpg","train","canker",".jpg","60162","True","224","224","Format24bppRgb","97,05","59,88"
"train\canker\aug_000566_local_DataSet_Image_001312_Canker(1191).jpg","train","canker",".jpg","13589","True","224","224","Format24bppRgb","21,99","36,54"
"train\canker\aug_000567_local_DataSet_Image_000990_Canker(455).jpg","train","canker",".jpg","15083","True","224","224","Format24bppRgb","76,25","62,86"
"train\canker\aug_000568_local_DataSet_Image_001342_Canker(928).jpg","train","canker",".jpg","46783","True","224","224","Format24bppRgb","47,19","42,64"
"train\canker\aug_000569_local_DataSet_Image_001568_Canker(164).jpg","train","canker",".jpg","52457","True","224","224","Format24bppRgb","129,37","54,48"
"train\canker\aug_000570_local_DataSet_Image_001174_Canker(180).jpg","train","canker",".jpg","12462","True","224","224","Format24bppRgb","106,11","63,95"
"train\canker\aug_000571_local_DataSet_Image_001579_Canker(202).jpg","train","canker",".jpg","56542","True","224","224","Format24bppRgb","162,45","55,79"
"train\canker\aug_000572_local_DataSet_Image_001275_Canker(153).jpg","train","canker",".jpg","58360","True","224","224","Format24bppRgb","129,17","69,33"
"train\canker\aug_000573_local_DataSet_Image_001141_Canker(1224).jpg","train","canker",".jpg","14302","True","224","224","Format24bppRgb","79,99","44,63"
"train\canker\aug_000574_local_DataSet_Image_001375_Canker(1133).jpg","train","canker",".jpg","58519","True","224","224","Format24bppRgb","102,8","70,41"
"train\canker\aug_000575_local_DataSet_Image_001415_Canker(1092).jpg","train","canker",".jpg","61070","True","224","224","Format24bppRgb","110,91","64,37"
"train\canker\aug_000576_local_DataSet_Image_001368_Canker(1081).jpg","train","canker",".jpg","14434","True","224","224","Format24bppRgb","93,2","45,3"
"train\canker\aug_000577_local_DataSet_Image_001311_Canker(367).jpg","train","canker",".jpg","60839","True","224","224","Format24bppRgb","111,77","59,47"
